"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência - percentual do total geral"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2000",,,,,,,,,"2010"
"Cód.","Município","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"4319802","São Vicente do Sul (RS)","100.00","56.05","28.87","7.72","19.47","2.26","10.10","2.59","29.00","100.00","64.27","25.97","7.15","31.15","2.52","9.85","2.78","20.58"
"4319901","Sapiranga (RS)","100.00","81.60","63.86","2.68","15.05","1.07","0.38","3.46","13.50","100.00","80.79","59.63","3.25","17.91","0.84","0.78","3.76","13.84"
"4320008","Sapucaia do Sul (RS)","100.00","75.66","54.09","2.66","18.90","1.12","0.23","2.18","20.82","100.00","79.47","62.58","3.34","13.55","0.65","0.67","1.29","17.92"
"4320107","Sarandi (RS)","100.00","63.02","45.19","4.25","13.57","2.64","0.84","4.02","29.48","100.00","70.13","53.77","4.05","12.32","2.07","4.27","1.77","21.75"
"4320206","Seberi (RS)","100.00","35.12","11.41","6.89","16.81","28.99","4.02","2.21","29.66","100.00","40.71","21.08","6.09","13.54","3.52","17.77","3.28","34.72"
"4320230","Sede Nova (RS)","100.00","34.32","11.59","3.83","18.90","26.13","1.71","1.90","35.94","100.00","35.86","14.41","6.65","14.79","8.33","6.90","0.18","48.74"
"4320263","Segredo (RS)","100.00","25.51","2.92","6.33","16.26","35.11","2.65","1.75","34.98","100.00","20.06","4.42","4.48","11.16","18.16","9.10","0.38","52.31"
"4320305","Selbach (RS)","100.00","45.34","23.52","10.11","11.71","8.45","0.41","3.41","42.38","100.00","49.76","26.18","8.32","15.26","2.76","5.74","2.80","38.94"
"4320321","Senador Salgado Filho (RS)","100.00","29.96","11.87","6.63","11.46","31.70","7.28","1.31","29.75","100.00","32.76","13.97","5.43","13.36","0.21","17.61","-","49.42"
"4320354","Sentinela do Sul (RS)","100.00","43.73","19.21","8.22","16.30","9.38","5.72","1.69","39.48","100.00","40.10","14.77","5.31","20.02","5.92","10.14","0.90","42.93"
"4320404","Serafina Corrêa (RS)","100.00","65.83","51.98","3.85","10.00","8.01","0.34","2.99","22.82","100.00","73.11","58.04","4.28","10.80","0.50","1.73","2.28","22.37"
"4320453","Sério (RS)","100.00","21.39","5.06","2.83","13.51","34.33","3.99","1.29","39.00","100.00","23.74","7.84","6.09","9.80","1.01","6.71","-","68.55"
"4320503","Sertão (RS)","100.00","43.61","17.39","9.91","16.31","9.16","1.42","2.78","43.04","100.00","46.53","21.98","9.22","15.33","7.80","11.08","1.99","32.61"
"4320552","Sertão Santana (RS)","100.00","24.06","10.34","2.14","11.58","21.31","2.06","2.03","50.55","100.00","30.77","11.24","4.71","14.82","3.16","30.83","3.88","31.36"
"4320578","Sete de Setembro (RS)","100.00","18.10","5.38","5.20","7.52","43.76","-","0.56","37.59","100.00","21.74","6.59","7.97","7.18","3.82","21.30","0.80","52.34"
"4320602","Severiano de Almeida (RS)","100.00","25.36","8.48","7.61","9.27","40.37","0.48","1.41","32.38","100.00","34.75","14.74","6.36","13.65","8.58","4.54","2.55","49.59"
"4320651","Silveira Martins (RS)","100.00","41.17","11.00","10.23","19.94","11.69","2.81","0.34","43.98","100.00","37.55","20.55","5.75","11.24","3.03","17.11","2.49","39.82"
"4320677","Sinimbu (RS)","100.00","20.78","11.36","2.47","6.95","35.76","4.30","1.18","37.99","100.00","23.59","13.44","2.61","7.54","1.85","12.06","0.54","61.96"
"4320701","Sobradinho (RS)","100.00","45.09","20.10","7.41","17.58","20.77","1.04","2.75","30.35","100.00","57.60","28.83","7.61","21.17","6.76","3.05","2.64","29.95"
"4320800","Soledade (RS)","100.00","60.70","28.07","9.08","23.55","6.84","1.10","3.23","28.13","100.00","62.15","38.83","6.21","17.12","3.75","4.52","2.71","26.86"
"4320859","Tabaí (RS)","100.00","53.97","27.04","4.90","22.03","3.36","4.79","1.39","36.50","100.00","56.03","34.63","7.62","13.77","1.22","8.70","2.16","31.89"
"4320909","Tapejara (RS)","100.00","57.90","32.39","5.01","20.50","9.34","1.11","4.08","27.57","100.00","71.29","51.36","4.04","15.88","1.61","1.38","4.13","21.59"
"4321006","Tapera (RS)","100.00","62.19","34.21","6.60","21.37","6.58","1.50","3.48","26.25","100.00","64.25","39.83","7.21","17.20","2.59","4.78","3.50","24.89"
"4321105","Tapes (RS)","100.00","67.20","36.36","6.50","24.34","3.10","1.26","4.78","23.66","100.00","64.82","33.65","8.29","22.89","1.22","3.83","3.14","26.99"
"4321204","Taquara (RS)","100.00","69.64","48.32","3.56","17.75","1.49","2.42","4.49","21.96","100.00","71.65","50.65","4.57","16.43","1.45","3.18","2.89","20.83"
"4321303","Taquari (RS)","100.00","71.18","44.02","8.52","18.64","3.51","2.98","1.90","20.43","100.00","72.36","50.24","6.66","15.46","1.65","4.14","2.27","19.58"
"4321329","Taquaruçu do Sul (RS)","100.00","21.31","9.60","4.99","6.72","48.19","2.36","0.90","27.23","100.00","36.24","17.84","6.64","11.76","5.76","10.57","1.36","46.06"
"4321352","Tavares (RS)","100.00","30.56","8.85","5.42","16.30","21.79","0.13","0.68","46.83","100.00","40.86","12.72","7.39","20.76","4.34","11.77","2.77","40.27"
"4321402","Tenente Portela (RS)","100.00","37.47","15.48","6.99","15.00","29.52","0.86","2.00","30.16","100.00","55.43","32.43","5.71","17.29","3.80","11.52","2.30","26.95"
"4321436","Terra de Areia (RS)","100.00","45.19","21.81","5.57","17.80","7.96","8.52","2.23","36.11","100.00","56.02","32.60","7.29","16.14","3.15","6.49","3.71","30.63"
"4321451","Teutônia (RS)","100.00","65.37","57.22","1.60","6.55","9.26","1.52","3.13","20.72","100.00","70.50","59.01","2.31","9.17","2.21","3.24","2.87","21.18"
"4321469","Tio Hugo (RS)","...","...","...","...","...","...","...","...","...","100.00","58.28","37.05","6.88","14.35","3.33","17.92","1.75","18.72"
"4321477","Tiradentes do Sul (RS)","100.00","14.33","3.60","3.56","7.17","48.59","1.25","0.67","35.17","100.00","20.36","9.26","3.32","7.79","9.00","8.06","0.53","62.04"
"4321493","Toropi (RS)","100.00","12.64","3.61","4.78","4.26","39.68","11.46","0.18","36.03","100.00","19.87","7.57","3.75","8.54","10.54","21.49","0.93","47.18"
"4321501","Torres (RS)","100.00","62.11","31.34","9.95","20.82","5.46","2.51","4.87","25.06","100.00","65.43","40.21","6.90","18.32","1.32","2.74","4.74","25.77"
"4321600","Tramandaí (RS)","100.00","57.89","25.07","8.90","23.92","3.26","0.96","4.49","33.40","100.00","62.99","37.29","5.94","19.77","1.37","0.60","3.48","31.56"
"4321626","Travesseiro (RS)","100.00","28.72","22.26","2.35","4.11","30.99","8.66","0.92","30.71","100.00","40.37","31.41","0.68","8.28","1.95","4.28","1.49","51.92"
"4321634","Três Arroios (RS)","100.00","22.81","13.51","3.25","6.05","42.88","1.24","1.64","31.43","100.00","41.43","19.08","5.97","16.38","5.01","2.80","0.84","49.92"
"4321667","Três Cachoeiras (RS)","100.00","44.05","23.43","2.65","17.97","11.38","5.88","5.04","33.65","100.00","53.34","34.89","2.75","15.70","2.84","9.47","2.92","31.43"
"4321709","Três Coroas (RS)","100.00","73.46","56.01","3.52","13.93","1.09","3.05","5.24","17.16","100.00","75.00","62.33","2.68","9.99","0.47","1.69","3.32","19.53"
"4321808","Três de Maio (RS)","100.00","46.09","26.10","3.27","16.72","16.47","2.99","3.69","30.75","100.00","60.26","40.19","6.45","13.62","1.81","4.88","3.27","29.77"
"4321832","Três Forquilhas (RS)","100.00","30.61","9.85","9.52","11.24","14.77","20.55","0.80","33.27","100.00","36.20","13.01","8.42","14.77","1.20","12.76","0.56","49.29"
"4321857","Três Palmeiras (RS)","100.00","29.07","9.22","8.22","11.62","8.56","2.60","-","59.78","100.00","46.56","22.14","7.26","17.16","2.55","10.68","2.00","38.20"
"4321907","Três Passos (RS)","100.00","47.91","28.02","5.54","14.35","18.61","6.38","2.28","24.83","100.00","57.90","39.52","6.12","12.26","1.76","4.08","3.19","33.07"
"4321956","Trindade do Sul (RS)","100.00","29.00","12.24","3.82","12.94","18.77","21.54","1.38","29.32","100.00","43.16","20.63","5.97","16.55","2.64","22.57","1.32","30.32"
"4322004","Triunfo (RS)","100.00","65.99","31.09","10.43","24.47","3.72","2.01","2.10","26.18","100.00","67.19","40.97","7.36","18.86","2.45","7.29","1.73","21.35"
"4322103","Tucunduva (RS)","100.00","44.18","20.19","8.65","15.34","17.77","0.60","2.82","34.63","100.00","51.16","27.28","9.05","14.83","4.68","6.32","1.84","36.00"
"4322152","Tunas (RS)","100.00","16.64","2.96","7.04","6.63","43.29","1.66","0.14","38.28","100.00","22.94","4.23","7.85","10.86","17.27","7.95","-","51.83"
"4322186","Tupanci do Sul (RS)","100.00","25.84","6.54","11.20","8.10","19.64","2.10","-","52.41","100.00","31.57","9.69","10.92","10.96","4.18","41.07","-","23.18"
"4322202","Tupanciretã (RS)","100.00","62.10","36.05","5.17","20.88","4.10","1.77","3.94","28.08","100.00","59.22","31.36","6.00","21.86","1.85","6.21","2.71","30.02"
"4322251","Tupandi (RS)","100.00","45.66","35.37","2.53","7.76","12.14","12.73","0.42","29.06","100.00","60.81","53.98","2.54","4.28","0.63","6.60","1.78","30.18"
"4322301","Tuparendi (RS)","100.00","32.11","15.33","4.31","12.48","25.29","7.71","1.90","32.99","100.00","53.24","30.35","4.81","18.08","8.44","2.53","2.30","33.50"
"4322327","Turuçu (RS)","100.00","40.95","26.24","2.40","12.31","30.83","1.53","0.49","26.20","100.00","44.00","15.39","4.84","23.78","0.99","15.69","0.94","38.37"
"4322343","Ubiretama (RS)","100.00","12.79","1.75","4.53","6.51","51.80","3.00","0.87","31.55","100.00","22.62","10.19","4.78","7.66","15.19","6.88","0.10","55.21"
"4322350","União da Serra (RS)","100.00","15.69","8.72","3.44","3.54","26.10","6.66","0.92","50.64","100.00","25.90","12.48","7.32","6.10","1.52","2.42","-","70.16"
"4322376","Unistalda (RS)","100.00","51.89","16.38","12.39","23.12","0.96","11.30","0.56","35.29","100.00","53.82","17.28","8.55","27.99","1.73","31.75","0.24","12.47"
"4322400","Uruguaiana (RS)","100.00","68.69","40.64","6.47","21.58","1.64","0.42","3.45","25.80","100.00","67.13","44.34","5.89","16.90","1.36","1.55","2.34","27.62"
"4322509","Vacaria (RS)","100.00","74.03","51.69","5.21","17.12","1.31","1.03","3.28","20.34","100.00","74.44","57.55","5.07","11.82","1.55","2.61","2.53","18.87"
"4322525","Vale Verde (RS)","100.00","32.13","9.45","6.46","16.22","22.93","3.53","1.47","39.94","100.00","32.85","13.08","5.23","14.54","1.87","26.77","0.14","38.37"
"4322533","Vale do Sol (RS)","100.00","15.23","5.38","1.27","8.59","49.09","1.83","0.54","33.31","100.00","34.62","15.91","3.22","15.49","13.22","6.28","1.83","44.04"
"4322541","Vale Real (RS)","100.00","73.20","60.71","3.68","8.80","4.34","2.20","1.21","19.06","100.00","74.54","63.00","4.12","7.41","2.32","5.36","1.48","16.30"
"4322558","Vanini (RS)","100.00","32.66","19.07","6.37","7.22","12.67","2.78","1.74","50.15","100.00","47.85","23.34","5.56","18.95","1.14","0.66","1.51","48.84"
"4322608","Venâncio Aires (RS)","100.00","52.15","40.46","2.69","8.99","13.44","2.09","1.57","30.75","100.00","59.96","47.50","3.15","9.31","2.04","6.33","1.98","29.69"
"4322707","Vera Cruz (RS)","100.00","51.00","36.67","4.13","10.19","16.74","3.30","2.24","26.72","100.00","60.33","44.08","6.72","9.53","1.96","5.55","1.33","30.83"
"4322806","Veranópolis (RS)","100.00","67.95","55.22","2.64","10.09","2.85","0.83","2.71","25.66","100.00","67.92","55.00","3.59","9.33","0.75","2.01","3.62","25.71"
"4322855","Vespasiano Corrêa (RS)","100.00","23.11","14.74","3.56","4.82","41.06","0.33","-","35.50","100.00","32.78","15.50","4.91","12.37","2.47","3.31","0.90","60.55"
"4322905","Viadutos (RS)","100.00","22.16","7.75","5.45","8.96","39.89","0.26","2.39","35.29","100.00","31.10","18.46","3.67","8.96","4.04","8.93","0.09","55.84"
"4323002","Viamão (RS)","100.00","73.67","48.69","5.60","19.38","1.05","0.65","1.56","23.08","100.00","75.24","56.12","4.45","14.67","1.11","1.56","1.61","20.49"
"4323101","Vicente Dutra (RS)","100.00","22.83","3.76","2.96","16.11","39.26","2.23","0.77","34.91","100.00","27.83","6.96","7.57","13.30","6.93","17.14","0.43","47.67"
"4323200","Victor Graeff (RS)","100.00","39.22","21.93","5.26","12.03","9.59","-","2.50","48.69","100.00","43.21","19.49","8.28","15.44","5.55","10.53","0.80","39.91"
"4323309","Vila Flores (RS)","100.00","64.93","37.30","4.85","22.78","2.93","1.62","4.27","26.24","100.00","68.32","55.41","3.05","9.87","0.74","2.27","0.50","28.17"
"4323358","Vila Lângaro (RS)","100.00","30.55","5.37","9.81","15.37","12.23","0.39","1.26","55.56","100.00","22.61","7.48","5.80","9.33","1.98","19.88","0.38","55.16"
"4323408","Vila Maria (RS)","100.00","38.60","24.40","3.36","10.83","9.61","4.36","2.29","45.13","100.00","42.52","27.37","4.68","10.46","2.72","2.45","1.38","50.94"
"4323457","Vila Nova do Sul (RS)","100.00","59.98","19.85","7.08","33.06","4.33","8.01","3.71","23.96","100.00","67.62","31.53","10.41","25.68","-","11.68","1.20","19.51"
"4323507","Vista Alegre (RS)","100.00","30.64","11.37","5.31","13.96","34.93","3.67","1.88","28.88","100.00","37.49","14.80","8.82","13.87","27.83","4.44","2.63","27.61"
"4323606","Vista Alegre do Prata (RS)","100.00","17.44","4.66","4.09","8.69","34.38","8.01","0.38","39.79","100.00","37.98","19.09","6.86","12.03","1.55","3.48","-","57.00"
"4323705","Vista Gaúcha (RS)","100.00","18.29","5.82","3.78","8.69","44.32","0.47","1.11","35.81","100.00","41.03","23.36","7.71","9.96","1.82","21.48","-","35.67"
"4323754","Vitória das Missões (RS)","100.00","28.99","7.87","5.03","16.09","15.76","19.97","-","35.28","100.00","25.12","9.87","6.22","9.03","0.20","43.65","1.21","29.82"
"4323770","Westfália (RS)","...","...","...","...","...","...","...","...","...","100.00","48.89","42.22","0.68","5.99","1.41","3.31","0.72","45.67"
"4323804","Xangri-lá (RS)","100.00","59.02","27.38","7.64","24.00","1.62","0.09","5.92","33.35","100.00","65.48","34.00","7.68","23.80","0.23","0.05","2.68","31.56"
"5000203","Água Clara (MS)","100.00","81.37","48.25","3.87","29.25","1.92","0.20","3.03","13.48","100.00","78.53","52.53","8.06","17.94","0.59","3.09","1.28","16.51"
"5000252","Alcinópolis (MS)","100.00","70.48","18.37","1.30","50.81","3.86","0.99","5.36","19.31","100.00","68.53","27.45","14.02","27.06","4.94","2.55","3.95","20.03"
"5000609","Amambai (MS)","100.00","68.64","30.20","11.26","27.18","3.85","2.39","3.04","22.09","100.00","71.15","31.77","10.47","28.91","3.23","3.90","2.13","19.60"
"5000708","Anastácio (MS)","100.00","63.95","27.64","6.37","29.94","2.73","4.95","1.68","26.69","100.00","68.81","33.15","8.25","27.41","1.49","4.85","1.50","23.35"
"5000807","Anaurilândia (MS)","100.00","75.51","27.29","16.81","31.41","3.62","2.40","3.14","15.33","100.00","70.99","33.33","15.02","22.65","2.19","3.67","3.24","19.90"
"5000856","Angélica (MS)","100.00","75.20","27.17","6.07","41.95","5.37","0.37","0.72","18.35","100.00","76.87","44.30","9.36","23.21","1.40","6.14","0.88","14.72"
"5000906","Antônio João (MS)","100.00","66.90","16.79","9.52","40.60","3.74","3.76","2.18","23.41","100.00","64.21","19.50","7.61","37.10","2.37","11.16","1.18","21.08"
"5001003","Aparecida do Taboado (MS)","100.00","70.23","31.58","6.26","32.40","4.24","0.68","3.27","21.58","100.00","79.03","55.38","5.14","18.50","0.75","0.84","2.48","16.91"
"5001102","Aquidauana (MS)","100.00","71.15","31.21","13.54","26.41","2.67","3.08","2.73","20.38","100.00","71.97","33.82","12.49","25.66","2.22","2.53","1.19","22.09"
"5001243","Aral Moreira (MS)","100.00","68.34","15.91","8.25","44.18","4.43","1.15","3.42","22.65","100.00","78.69","25.26","5.19","48.24","5.77","3.49","0.89","11.17"
"5001508","Bandeirantes (MS)","100.00","70.43","27.78","7.01","35.64","2.93","1.01","2.86","22.77","100.00","73.67","36.14","7.27","30.26","0.83","0.99","3.50","21.01"
"5001904","Bataguassu (MS)","100.00","71.01","32.80","9.39","28.82","3.49","3.87","6.75","14.88","100.00","75.19","51.32","8.01","15.86","3.57","1.81","0.88","18.55"
"5002001","Batayporã (MS)","100.00","61.43","25.32","4.22","31.89","10.48","2.80","1.88","23.41","100.00","75.82","39.56","9.92","26.34","1.20","3.70","1.31","17.97"
"5002100","Bela Vista (MS)","100.00","68.11","18.05","12.24","37.83","4.73","4.45","3.33","19.37","100.00","70.01","23.04","12.56","34.41","1.42","6.23","2.79","19.54"
"5002159","Bodoquena (MS)","100.00","68.63","24.38","10.38","33.87","6.96","7.52","1.91","14.98","100.00","69.52","30.47","9.51","29.54","1.43","7.87","2.35","18.84"
"5002209","Bonito (MS)","100.00","73.69","23.56","6.83","43.29","1.08","0.59","4.15","20.49","100.00","69.75","35.96","7.77","26.03","1.05","2.20","2.55","24.45"
"5002308","Brasilândia (MS)","100.00","79.43","44.07","10.51","24.85","2.58","0.11","3.46","14.43","100.00","78.30","47.21","9.87","21.23","2.47","1.94","2.15","15.15"
"5002407","Caarapó (MS)","100.00","73.81","30.76","6.96","36.10","2.62","2.38","3.98","17.20","100.00","71.30","39.63","9.77","21.89","2.89","6.51","1.30","18.00"
"5002605","Camapuã (MS)","100.00","67.46","22.09","7.15","38.22","4.31","0.46","3.75","24.02","100.00","72.51","34.30","7.93","30.29","1.67","1.20","3.21","21.40"
"5002704","Campo Grande (MS)","100.00","72.75","39.46","9.58","23.71","1.35","0.15","3.96","21.79","100.00","72.97","45.73","9.53","17.71","1.48","0.68","3.23","21.64"
"5002803","Caracol (MS)","100.00","79.17","12.86","7.91","58.40","2.11","0.70","5.19","12.83","100.00","81.34","30.87","12.17","38.29","0.76","5.77","2.74","9.40"
"5002902","Cassilândia (MS)","100.00","72.65","26.88","7.45","38.32","2.61","0.50","5.03","19.21","100.00","72.76","37.45","8.64","26.66","1.43","1.36","4.04","20.42"
"5002951","Chapadão do Sul (MS)","100.00","75.46","36.95","6.96","31.55","1.93","0.24","7.50","14.87","100.00","73.59","49.92","5.48","18.18","2.49","1.00","3.36","19.56"
"5003108","Corguinho (MS)","100.00","69.05","22.63","8.84","37.58","3.96","5.49","1.77","19.74","100.00","65.29","26.70","13.17","25.42","3.21","4.98","0.42","26.11"
"5003157","Coronel Sapucaia (MS)","100.00","67.27","8.73","7.52","51.02","4.37","6.01","3.48","18.87","100.00","73.04","16.02","10.78","46.24","2.89","2.82","1.99","19.27"
"5003207","Corumbá (MS)","100.00","70.42","34.48","10.40","25.54","3.33","1.84","2.66","21.75","100.00","71.37","37.37","11.03","22.97","3.29","2.02","2.03","21.29"
"5003256","Costa Rica (MS)","100.00","74.02","24.20","7.25","42.56","2.95","-","5.10","17.93","100.00","75.68","44.41","6.72","24.55","1.33","2.43","1.95","18.61"
"5003306","Coxim (MS)","100.00","68.10","27.54","8.93","31.63","3.77","1.00","4.78","22.36","100.00","71.18","36.91","9.99","24.28","1.87","2.73","2.92","21.28"
"5003454","Deodápolis (MS)","100.00","63.71","14.52","12.62","36.57","4.11","1.76","0.61","29.81","100.00","68.71","36.24","10.01","22.46","1.40","1.78","1.80","26.31"
"5003488","Dois Irmãos do Buriti (MS)","100.00","67.28","26.34","6.05","34.90","8.42","1.96","1.78","20.56","100.00","72.11","34.62","8.85","28.64","1.07","6.10","2.09","18.64"
"5003504","Douradina (MS)","100.00","65.93","16.33","12.25","37.34","3.84","0.58","1.85","27.80","100.00","65.90","27.41","15.94","22.56","2.24","9.12","1.45","21.29"
"5003702","Dourados (MS)","100.00","70.66","38.42","7.29","24.95","1.88","0.58","4.28","22.59","100.00","75.20","50.26","8.35","16.59","1.34","0.97","3.00","19.48"
"5003751","Eldorado (MS)","100.00","63.55","22.53","9.19","31.83","9.90","2.41","3.41","20.73","100.00","71.07","32.93","6.10","32.05","3.70","3.70","3.44","18.08"
"5003801","Fátima do Sul (MS)","100.00","61.30","19.53","9.67","32.09","3.79","1.59","5.43","27.88","100.00","69.97","31.69","9.86","28.42","0.93","2.87","2.79","23.44"
"5003900","Figueirão (MS)","...","...","...","...","...","...","...","...","...","100.00","76.01","34.54","11.32","30.15","0.78","0.79","1.09","21.33"
"5004007","Glória de Dourados (MS)","100.00","62.19","18.77","6.64","36.78","9.01","0.46","2.55","25.79","100.00","64.89","29.08","10.78","25.04","5.07","3.06","1.93","25.05"
