"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência - percentual do total geral"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2000",,,,,,,,,"2010"
"Cód.","Município","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"3157708","Santa Juliana (MG)","100.00","69.17","35.70","5.86","27.61","1.20","0.33","3.65","25.64","100.00","77.42","50.25","5.25","21.91","-","0.59","0.93","21.06"
"3157807","Santa Luzia (MG)","100.00","79.47","53.16","5.49","20.82","0.88","0.22","1.70","17.73","100.00","82.95","62.83","4.33","15.79","0.58","0.39","0.58","15.49"
"3157906","Santa Margarida (MG)","100.00","63.82","5.88","5.70","52.24","7.61","3.30","0.77","24.49","100.00","67.70","8.41","6.12","53.17","1.50","3.14","0.85","26.81"
"3158003","Santa Maria de Itabira (MG)","100.00","77.48","40.28","4.50","32.71","1.46","1.39","1.53","18.13","100.00","79.21","51.57","7.36","20.29","1.15","7.07","0.65","11.92"
"3158102","Santa Maria do Salto (MG)","100.00","63.31","5.74","6.85","50.72","8.15","5.20","0.32","23.03","100.00","57.07","12.21","11.04","33.82","5.76","18.00","1.77","17.40"
"3158201","Santa Maria do Suaçuí (MG)","100.00","64.03","7.76","7.36","48.91","4.57","6.82","4.57","20.01","100.00","64.88","12.50","8.50","43.88","1.23","5.90","2.18","25.81"
"3158300","Santana da Vargem (MG)","100.00","84.58","49.17","9.27","26.14","3.59","-","1.92","9.92","100.00","81.74","50.63","8.89","22.22","1.49","0.45","1.40","14.92"
"3158409","Santana de Cataguases (MG)","100.00","65.49","22.93","3.27","39.29","1.44","0.39","3.74","28.94","100.00","68.61","24.72","12.21","31.68","-","1.84","0.73","28.81"
"3158508","Santana de Pirapama (MG)","100.00","47.80","8.76","9.51","29.53","7.45","11.80","1.25","31.70","100.00","51.21","9.46","10.68","31.06","6.08","7.40","0.31","35.01"
"3158607","Santana do Deserto (MG)","100.00","83.59","39.28","4.74","39.56","1.13","-","1.74","13.55","100.00","77.12","62.28","3.73","11.11","0.43","0.88","0.74","20.82"
"3158706","Santana do Garambéu (MG)","100.00","53.91","18.74","6.21","28.96","7.00","12.22","1.58","25.29","100.00","51.89","17.09","14.03","20.77","5.75","16.61","1.32","24.42"
"3158805","Santana do Jacaré (MG)","100.00","85.02","27.01","2.19","55.82","0.16","0.33","2.48","12.01","100.00","88.48","34.50","7.13","46.85","0.60","0.68","0.79","9.45"
"3158904","Santana do Manhuaçu (MG)","100.00","66.88","7.87","8.53","50.48","3.43","3.76","0.95","24.99","100.00","56.73","11.81","6.63","38.29","4.60","11.53","0.96","26.18"
"3158953","Santana do Paraíso (MG)","100.00","77.55","41.95","11.94","23.66","1.79","1.17","1.04","18.45","100.00","77.56","51.97","5.47","20.12","1.85","4.30","1.41","14.88"
"3159001","Santana do Riacho (MG)","100.00","64.34","18.74","7.99","37.62","-","2.17","1.58","31.91","100.00","61.39","27.22","10.92","23.26","1.70","4.59","2.25","30.06"
"3159100","Santana dos Montes (MG)","100.00","66.00","12.83","5.85","47.33","9.26","4.86","1.85","18.03","100.00","58.62","13.97","10.25","34.40","3.10","21.31","0.51","16.47"
"3159209","Santa Rita de Caldas (MG)","100.00","58.40","17.43","1.38","39.59","1.42","0.09","3.00","37.09","100.00","56.23","22.76","1.67","31.80","3.77","1.03","0.66","38.32"
"3159308","Santa Rita de Jacutinga (MG)","100.00","52.02","24.28","3.37","24.36","5.83","2.91","2.26","36.99","100.00","63.99","27.46","4.55","31.98","2.06","9.87","1.64","22.44"
"3159357","Santa Rita de Minas (MG)","100.00","67.52","29.12","1.83","36.57","2.69","2.10","2.14","25.55","100.00","75.68","30.36","10.49","34.84","4.60","1.99","0.16","17.57"
"3159407","Santa Rita de Ibitipoca (MG)","100.00","67.10","13.45","8.15","45.50","11.59","3.57","4.11","13.64","100.00","66.51","14.55","13.69","38.28","2.92","5.12","0.77","24.68"
"3159506","Santa Rita do Itueto (MG)","100.00","62.86","4.46","6.90","51.50","9.68","0.21","1.94","25.31","100.00","57.95","9.71","3.41","44.83","3.60","9.64","0.37","28.44"
"3159605","Santa Rita do Sapucaí (MG)","100.00","76.74","52.56","2.51","21.67","0.84","-","3.72","18.70","100.00","81.46","63.46","2.25","15.76","2.20","0.94","1.92","13.47"
"3159704","Santa Rosa da Serra (MG)","100.00","69.13","22.44","11.01","35.68","8.73","-","0.33","21.81","100.00","68.83","23.03","8.10","37.70","0.89","3.24","1.09","25.96"
"3159803","Santa Vitória (MG)","100.00","72.86","24.51","9.84","38.51","1.98","0.11","4.77","20.29","100.00","77.76","38.93","12.04","26.79","1.12","1.85","3.14","16.13"
"3159902","Santo Antônio do Amparo (MG)","100.00","82.58","36.48","5.83","40.27","2.86","0.70","1.74","12.12","100.00","82.60","55.84","3.91","22.85","0.54","0.67","1.47","14.72"
"3160009","Santo Antônio do Aventureiro (MG)","100.00","60.01","15.64","6.03","38.34","4.56","3.12","0.23","32.08","100.00","61.57","27.25","6.67","27.64","2.08","2.53","1.06","32.75"
"3160108","Santo Antônio do Grama (MG)","100.00","71.08","23.52","11.69","35.87","4.69","0.38","2.61","21.24","100.00","75.50","28.89","12.96","33.65","2.23","8.09","0.70","13.48"
"3160207","Santo Antônio do Itambé (MG)","100.00","70.71","4.78","12.86","53.07","2.68","6.42","0.41","19.78","100.00","51.64","10.45","13.43","27.75","2.53","30.89","0.55","14.38"
"3160306","Santo Antônio do Jacinto (MG)","100.00","39.19","7.19","11.67","20.32","4.00","33.00","0.65","23.16","100.00","49.88","8.18","6.68","35.02","4.21","27.81","0.93","17.17"
"3160405","Santo Antônio do Monte (MG)","100.00","76.38","33.03","5.31","38.04","0.40","0.57","3.42","19.23","100.00","71.48","36.14","4.73","30.62","0.73","2.52","1.50","23.77"
"3160454","Santo Antônio do Retiro (MG)","100.00","28.44","7.65","8.32","12.47","6.12","29.38","-","36.06","100.00","37.73","5.40","5.00","27.33","3.44","34.44","0.17","24.22"
"3160504","Santo Antônio do Rio Abaixo (MG)","100.00","61.53","9.71","13.88","37.93","2.58","4.25","5.34","26.31","100.00","61.57","7.49","13.67","40.41","1.05","14.53","-","22.86"
"3160603","Santo Hipólito (MG)","100.00","75.79","25.06","11.43","39.29","0.64","-","-","23.58","100.00","80.74","37.71","11.02","32.00","0.26","3.25","1.09","14.66"
"3160702","Santos Dumont (MG)","100.00","71.96","45.56","4.97","21.43","1.92","1.29","3.71","21.12","100.00","77.20","55.19","5.27","16.74","0.43","1.21","2.09","19.07"
"3160801","São Bento Abade (MG)","100.00","87.09","37.97","9.57","39.55","-","-","1.21","11.70","100.00","82.14","55.15","4.33","22.66","0.97","3.58","1.56","11.74"
"3160900","São Brás do Suaçuí (MG)","100.00","72.65","27.89","12.37","32.39","1.26","3.60","2.40","20.08","100.00","84.51","43.17","6.91","34.43","0.28","1.42","0.22","13.57"
"3160959","São Domingos das Dores (MG)","100.00","60.98","3.56","3.38","54.04","11.58","1.79","0.63","25.01","100.00","67.93","19.54","9.36","39.03","0.71","3.90","0.78","26.68"
"3161007","São Domingos do Prata (MG)","100.00","69.00","32.54","3.03","33.44","2.54","7.26","2.52","18.68","100.00","68.13","33.75","5.87","28.51","0.93","7.64","1.21","22.10"
"3161056","São Félix de Minas (MG)","100.00","56.62","2.07","7.29","47.26","4.77","15.36","-","23.26","100.00","69.70","8.77","10.87","50.06","2.63","14.29","-","13.38"
"3161106","São Francisco (MG)","100.00","56.76","10.82","10.83","35.11","4.76","6.97","1.39","30.12","100.00","57.84","14.02","9.67","34.14","3.50","14.15","0.90","23.60"
"3161205","São Francisco de Paula (MG)","100.00","84.49","31.93","4.95","47.61","0.91","3.93","1.72","8.95","100.00","82.87","45.03","4.97","32.87","0.23","1.47","0.12","15.31"
"3161304","São Francisco de Sales (MG)","100.00","65.83","26.97","2.93","35.93","3.71","0.23","4.21","26.01","100.00","78.77","59.86","1.43","17.48","0.66","1.45","1.06","18.06"
"3161403","São Francisco do Glória (MG)","100.00","60.54","6.17","8.52","45.85","12.82","6.15","1.47","19.02","100.00","61.24","13.37","9.46","38.41","3.22","8.49","3.93","23.11"
"3161502","São Geraldo (MG)","100.00","64.90","29.08","4.23","31.58","6.18","5.43","3.14","20.34","100.00","74.09","51.56","4.90","17.63","0.24","3.41","0.90","21.36"
"3161601","São Geraldo da Piedade (MG)","100.00","59.51","11.45","11.57","36.49","1.97","13.25","5.84","19.43","100.00","56.89","11.37","10.09","35.44","3.80","10.46","2.14","26.70"
"3161650","São Geraldo do Baixio (MG)","100.00","64.49","3.97","13.71","46.81","5.91","2.56","0.73","26.32","100.00","70.87","14.24","16.44","40.19","0.98","6.93","0.38","20.83"
"3161700","São Gonçalo do Abaeté (MG)","100.00","68.84","19.18","15.23","34.44","3.65","0.98","1.65","24.88","100.00","76.37","31.55","13.07","31.76","1.28","2.81","1.82","17.71"
"3161809","São Gonçalo do Pará (MG)","100.00","73.82","37.08","4.91","31.82","0.32","0.81","2.28","22.78","100.00","79.98","48.47","4.69","26.82","1.59","0.90","0.91","16.62"
"3161908","São Gonçalo do Rio Abaixo (MG)","100.00","72.07","38.52","4.92","28.64","-","3.05","1.63","23.24","100.00","79.89","39.29","13.20","27.40","0.49","4.81","1.36","13.46"
"3162005","São Gonçalo do Sapucaí (MG)","100.00","74.01","42.61","4.05","27.35","1.05","-","2.33","22.61","100.00","73.44","49.42","4.06","19.96","1.26","1.05","1.09","23.16"
"3162104","São Gotardo (MG)","100.00","75.43","34.19","4.49","36.75","1.45","0.22","4.50","18.40","100.00","77.01","50.20","4.40","22.41","0.59","1.60","1.51","19.28"
"3162203","São João Batista do Glória (MG)","100.00","78.50","33.24","12.67","32.58","0.24","0.42","3.93","16.92","100.00","76.97","43.11","9.41","24.45","0.98","1.86","2.24","17.94"
"3162252","São João da Lagoa (MG)","100.00","54.37","5.34","9.45","39.58","11.10","11.78","2.36","20.40","100.00","49.87","10.17","5.64","34.07","0.87","26.12","0.40","22.74"
"3162302","São João da Mata (MG)","100.00","59.13","11.82","6.00","41.31","5.25","-","0.40","35.22","100.00","66.99","16.85","8.53","41.62","0.20","3.35","0.22","29.24"
"3162401","São João da Ponte (MG)","100.00","65.60","19.49","4.26","41.85","3.51","6.16","0.48","24.24","100.00","50.13","14.89","6.43","28.82","5.64","26.84","-","17.38"
"3162450","São João das Missões (MG)","100.00","37.62","9.78","4.41","23.43","9.00","40.40","0.88","12.10","100.00","52.44","11.13","11.75","29.57","5.97","29.97","-","11.62"
"3162500","São João del Rei (MG)","100.00","69.05","39.84","8.68","20.53","1.88","0.53","3.82","24.73","100.00","71.87","47.41","10.11","14.34","1.31","1.86","3.15","21.82"
"3162559","São João do Manhuaçu (MG)","100.00","64.41","10.54","5.58","48.29","2.24","1.22","2.30","29.84","100.00","53.08","15.45","6.68","30.95","5.08","1.14","0.23","40.47"
"3162575","São João do Manteninha (MG)","100.00","66.78","9.40","12.72","44.66","2.97","4.18","1.04","25.03","100.00","69.15","27.80","6.97","34.38","0.29","1.82","2.70","26.04"
"3162609","São João do Oriente (MG)","100.00","62.92","14.96","7.49","40.47","7.14","2.44","1.52","25.98","100.00","73.69","19.56","11.64","42.49","0.16","1.73","1.87","22.54"
"3162658","São João do Pacuí (MG)","100.00","55.99","3.19","8.11","44.69","5.13","12.92","0.41","25.54","100.00","61.24","4.04","7.68","49.53","7.46","10.95","-","20.34"
"3162708","São João do Paraíso (MG)","100.00","56.07","10.65","6.94","38.48","10.05","10.85","0.66","22.38","100.00","58.79","23.87","7.71","27.21","4.82","18.70","0.39","17.30"
"3162807","São João Evangelista (MG)","100.00","74.48","10.84","10.27","53.37","1.76","1.92","2.09","19.74","100.00","73.96","20.74","9.17","44.06","0.66","10.07","1.55","13.76"
"3162906","São João Nepomuceno (MG)","100.00","73.25","44.62","2.89","25.74","1.14","0.48","3.82","21.30","100.00","75.33","53.32","1.78","20.24","0.20","0.60","3.23","20.64"
"3162922","São Joaquim de Bicas (MG)","100.00","74.11","37.38","9.61","27.12","1.71","0.48","1.02","22.68","100.00","77.63","47.40","7.63","22.61","2.05","3.11","0.59","16.62"
"3162948","São José da Barra (MG)","100.00","73.14","44.77","1.04","27.33","5.60","-","0.62","20.64","100.00","80.07","50.05","4.31","25.71","0.07","0.92","0.66","18.29"
"3162955","São José da Lapa (MG)","100.00","81.38","49.16","8.48","23.74","0.71","0.24","0.95","16.72","100.00","81.48","61.18","7.27","13.03","0.59","0.37","1.52","16.04"
"3163003","São José da Safira (MG)","100.00","56.48","9.19","9.82","37.47","1.66","9.97","0.55","31.35","100.00","48.71","7.32","9.22","32.16","0.78","5.76","0.23","44.52"
"3163102","São José da Varginha (MG)","100.00","64.71","24.58","6.58","33.56","0.63","1.84","0.58","32.23","100.00","75.78","31.60","15.53","28.65","3.96","1.45","0.82","17.99"
"3163201","São José do Alegre (MG)","100.00","63.08","22.73","13.06","27.30","1.35","-","0.54","35.03","100.00","70.64","34.43","8.98","27.23","2.58","8.05","1.16","17.56"
"3163300","São José do Divino (MG)","100.00","63.94","14.57","13.00","36.37","5.97","9.17","0.21","20.71","100.00","70.49","10.08","8.90","51.50","0.32","11.80","0.84","16.55"
"3163409","São José do Goiabal (MG)","100.00","71.07","28.28","14.11","28.68","3.71","1.70","2.01","21.52","100.00","72.85","35.45","13.14","24.25","1.38","7.28","1.57","16.92"
"3163508","São José do Jacuri (MG)","100.00","71.82","4.99","11.71","55.12","5.04","1.20","0.24","21.70","100.00","64.85","8.23","9.47","47.15","3.27","16.50","0.32","15.06"
"3163607","São José do Mantimento (MG)","100.00","75.39","4.23","12.51","58.64","1.19","1.18","-","22.24","100.00","57.37","9.79","17.62","29.95","1.53","10.78","0.97","29.35"
"3163706","São Lourenço (MG)","100.00","70.89","44.79","3.39","22.71","1.37","-","4.97","22.77","100.00","68.58","48.52","4.22","15.84","1.43","1.05","5.06","23.88"
"3163805","São Miguel do Anta (MG)","100.00","57.94","11.53","7.41","39.00","10.03","1.11","0.98","29.93","100.00","67.78","15.30","8.76","43.71","0.96","6.40","0.83","24.03"
"3163904","São Pedro da União (MG)","100.00","58.42","12.74","5.03","40.65","12.27","0.19","1.21","27.91","100.00","50.95","13.72","5.57","31.65","14.11","5.83","1.56","27.55"
"3164001","São Pedro dos Ferros (MG)","100.00","75.21","35.71","9.59","29.90","3.45","2.38","3.00","15.95","100.00","73.00","43.38","7.39","22.24","0.33","3.46","0.56","22.66"
"3164100","São Pedro do Suaçuí (MG)","100.00","52.01","3.95","8.61","39.45","11.24","16.93","-","19.82","100.00","62.34","10.89","12.30","39.16","0.23","4.52","0.59","32.32"
"3164209","São Romão (MG)","100.00","60.51","8.54","18.57","33.40","4.82","11.21","0.64","22.82","100.00","51.78","16.99","11.77","23.02","6.36","13.60","0.57","27.69"
"3164308","São Roque de Minas (MG)","100.00","58.51","6.24","4.67","47.59","9.77","0.16","2.08","29.48","100.00","56.02","18.97","9.27","27.78","3.95","3.50","1.01","35.52"
"3164407","São Sebastião da Bela Vista (MG)","100.00","78.94","38.84","9.17","30.94","-","-","1.45","19.60","100.00","78.14","51.63","6.74","19.77","0.57","0.76","2.14","18.40"
"3164431","São Sebastião da Vargem Alegre (MG)","100.00","56.57","3.83","17.90","34.84","13.84","-","1.01","28.57","100.00","60.99","15.70","14.70","30.59","1.32","10.04","-","27.66"
"3164472","São Sebastião do Anta (MG)","100.00","70.85","6.36","5.65","58.84","7.45","2.65","0.59","18.46","100.00","65.57","8.69","9.67","47.21","5.72","4.25","0.65","23.82"
"3164506","São Sebastião do Maranhão (MG)","100.00","55.68","2.26","8.26","45.17","7.64","15.22","2.99","18.48","100.00","61.12","5.45","9.10","46.57","1.58","12.96","0.29","24.05"
"3164605","São Sebastião do Oeste (MG)","100.00","74.13","32.81","4.11","37.20","1.25","4.39","-","20.24","100.00","73.56","45.97","4.12","23.47","0.73","3.65","1.59","20.48"
"3164704","São Sebastião do Paraíso (MG)","100.00","74.72","43.18","3.79","27.75","0.89","0.19","3.42","20.78","100.00","78.85","55.40","4.22","19.23","0.24","0.64","2.36","17.90"
"3164803","São Sebastião do Rio Preto (MG)","100.00","76.34","9.78","26.16","40.40","-","-","0.96","22.70","100.00","67.07","9.54","27.64","29.89","2.56","10.16","1.38","18.84"
"3164902","São Sebastião do Rio Verde (MG)","100.00","57.52","31.65","6.55","19.32","2.05","-","1.19","39.23","100.00","72.67","37.94","12.72","22.01","-","1.68","0.43","25.22"
"3165008","São Tiago (MG)","100.00","69.48","21.96","2.22","45.29","4.56","0.42","2.61","22.93","100.00","75.75","41.13","2.88","31.74","1.32","2.33","0.89","19.71"
"3165107","São Tomás de Aquino (MG)","100.00","78.42","27.67","3.41","47.34","0.76","0.32","1.11","19.40","100.00","74.38","29.84","6.58","37.96","1.02","1.64","0.11","22.85"
"3165206","São Tomé das Letras (MG)","100.00","63.69","20.79","5.61","37.29","2.17","0.86","3.06","30.22","100.00","65.53","33.79","6.31","25.42","3.91","4.81","1.72","24.04"
"3165305","São Vicente de Minas (MG)","100.00","77.98","31.65","11.33","35.00","0.29","0.15","3.10","18.47","100.00","75.18","37.08","9.90","28.20","0.99","1.24","2.84","19.74"
"3165404","Sapucaí-Mirim (MG)","100.00","66.80","27.31","5.31","34.19","2.08","3.32","0.51","27.28","100.00","78.60","36.75","6.65","35.20","0.12","2.77","1.21","17.29"
"3165503","Sardoá (MG)","100.00","71.74","18.67","21.61","31.46","0.30","7.37","-","20.59","100.00","59.88","11.72","10.82","37.34","1.29","24.09","3.26","11.48"
"3165537","Sarzedo (MG)","100.00","79.56","49.03","7.19","23.34","1.44","0.36","0.55","18.09","100.00","77.18","55.93","7.28","13.97","1.58","2.18","1.34","17.73"
"3165552","Setubinha (MG)","100.00","46.67","8.00","6.25","32.41","10.16","19.67","0.08","23.43","100.00","54.82","13.22","7.27","34.33","7.29","28.39","0.36","9.14"
"3165560","Sem-Peixe (MG)","100.00","60.44","16.74","10.61","33.09","3.84","21.06","0.54","14.12","100.00","48.65","10.11","11.18","27.36","4.56","28.17","0.31","18.31"
"3165578","Senador Amaral (MG)","100.00","48.11","8.34","5.18","34.60","4.40","2.35","2.33","42.81","100.00","52.08","15.87","0.73","35.49","2.14","4.29","1.32","40.16"
"3165602","Senador Cortes (MG)","100.00","67.39","20.74","12.44","34.21","4.49","1.93","-","26.19","100.00","77.67","27.28","18.77","31.63","0.59","3.37","1.67","16.70"
"3165701","Senador Firmino (MG)","100.00","61.10","16.85","13.03","31.23","3.33","10.12","1.40","24.05","100.00","64.47","19.34","14.74","30.39","0.11","11.94","0.85","22.62"
"3165800","Senador José Bento (MG)","100.00","71.99","18.59","2.27","51.12","0.74","-","1.01","26.26","100.00","58.90","16.15","8.48","34.27","2.35","11.98","-","26.77"
"3165909","Senador Modestino Gonçalves (MG)","100.00","32.99","3.90","1.42","27.67","28.78","22.16","1.24","14.83","100.00","52.63","5.32","12.54","34.77","2.62","35.43","0.43","8.89"
"3166006","Senhora de Oliveira (MG)","100.00","57.49","12.29","5.45","39.76","10.78","19.59","0.61","11.52","100.00","73.11","17.83","12.02","43.26","0.79","10.11","0.53","15.46"
"3166105","Senhora do Porto (MG)","100.00","64.54","9.32","8.73","46.49","4.18","12.54","1.35","17.39","100.00","59.96","11.56","9.75","38.65","11.10","8.05","0.69","20.20"
"3166204","Senhora dos Remédios (MG)","100.00","45.98","12.63","6.84","26.51","7.61","16.54","0.74","29.14","100.00","41.03","13.61","4.65","22.77","4.58","29.41","0.16","24.81"
"3166303","Sericita (MG)","100.00","55.39","1.92","0.54","52.93","13.87","2.76","2.12","25.86","100.00","68.99","4.61","9.66","54.72","2.84","1.86","1.80","24.51"
"3166402","Seritinga (MG)","100.00","54.26","29.60","5.51","19.15","9.05","0.52","6.14","30.04","100.00","66.21","25.98","16.45","23.77","2.09","12.64","1.78","17.27"
"3166501","Serra Azul de Minas (MG)","100.00","46.61","2.17","17.01","27.43","18.04","7.33","4.78","23.24","100.00","44.37","4.47","5.17","34.73","3.40","16.10","0.82","35.31"
"3166600","Serra da Saudade (MG)","100.00","79.67","25.11","17.52","37.03","2.36","-","-","17.97","100.00","87.42","22.68","41.43","23.30","0.25","1.95","1.20","9.18"
"3166709","Serra dos Aimorés (MG)","100.00","77.26","28.71","13.61","34.95","1.71","1.89","2.50","16.64","100.00","72.61","36.79","10.29","25.53","2.09","5.52","0.83","18.94"
"3166808","Serra do Salitre (MG)","100.00","71.14","35.50","10.15","25.48","3.98","1.51","2.82","20.55","100.00","76.58","39.80","8.24","28.54","1.42","2.03","0.57","19.40"
"3166907","Serrania (MG)","100.00","76.71","48.32","3.14","25.26","2.80","-","1.07","19.42","100.00","83.80","53.24","4.64","25.93","0.56","0.97","1.39","13.27"
"3166956","Serranópolis de Minas (MG)","100.00","67.91","20.31","7.83","39.77","0.48","1.37","0.71","29.53","100.00","63.74","14.54","8.83","40.37","2.72","19.52","0.75","13.26"
"3167004","Serranos (MG)","100.00","74.93","21.63","6.22","47.07","2.52","2.63","1.09","18.84","100.00","81.73","26.52","8.99","46.21","1.56","2.31","1.80","12.61"
"3167103","Serro (MG)","100.00","61.70","12.59","8.69","40.42","3.43","14.85","1.73","18.29","100.00","64.27","21.83","7.28","35.16","3.61","11.92","2.99","17.21"
"3167202","Sete Lagoas (MG)","100.00","74.80","44.24","7.30","23.26","0.82","0.32","3.86","20.21","100.00","77.63","52.64","7.36","17.64","0.95","1.10","2.42","17.90"
"3167301","Silveirânia (MG)","100.00","55.06","11.59","12.93","30.54","8.13","-","-","36.80","100.00","72.27","21.45","13.68","37.14","0.62","4.45","0.37","22.30"
"3167400","Silvianópolis (MG)","100.00","61.88","22.17","6.10","33.60","3.41","0.69","2.96","31.07","100.00","67.44","34.84","5.86","26.74","1.86","3.53","0.60","26.57"
"3167509","Simão Pereira (MG)","100.00","82.10","43.93","3.30","34.88","-","-","0.30","17.60","100.00","81.21","57.79","4.57","18.85","0.28","1.32","3.81","13.37"
"3167608","Simonésia (MG)","100.00","56.65","5.90","5.51","45.24","4.81","6.95","1.37","30.23","100.00","52.68","8.08","5.89","38.71","5.04","14.64","1.30","26.34"
"3167707","Sobrália (MG)","100.00","77.81","15.28","18.71","43.82","1.41","0.84","0.72","19.22","100.00","59.58","11.31","10.27","38.01","3.34","6.33","0.62","30.13"
"3167806","Soledade de Minas (MG)","100.00","69.98","39.23","6.89","23.86","0.68","0.74","1.09","27.52","100.00","65.37","38.47","6.79","20.12","0.26","6.63","0.34","27.41"
"3167905","Tabuleiro (MG)","100.00","67.65","28.27","5.28","34.09","3.74","4.57","3.15","20.89","100.00","68.80","26.34","11.23","31.23","0.52","2.97","1.69","26.02"
"3168002","Taiobeiras (MG)","100.00","63.95","16.57","7.72","39.65","3.83","7.77","2.91","21.55","100.00","67.10","20.61","8.14","38.35","1.32","6.85","2.09","22.64"
"3168051","Taparuba (MG)","100.00","67.15","7.40","9.85","49.90","6.44","3.45","1.66","21.30","100.00","60.68","9.48","4.82","46.38","2.34","16.43","0.39","20.16"
"3168101","Tapira (MG)","100.00","60.74","20.64","17.41","22.69","7.77","-","-","31.48","100.00","63.53","25.74","10.15","27.64","4.03","4.56","0.46","27.42"
"3168200","Tapiraí (MG)","100.00","52.32","11.75","14.81","25.77","6.72","10.94","1.06","28.95","100.00","58.40","22.07","10.75","25.58","0.17","5.91","0.84","34.68"
"3168309","Taquaraçu de Minas (MG)","100.00","77.33","16.55","8.99","51.79","1.81","2.15","0.68","18.03","100.00","66.98","23.07","7.81","36.11","3.31","6.79","0.48","22.44"
"3168408","Tarumirim (MG)","100.00","52.98","5.74","9.47","37.77","11.11","15.65","1.72","18.53","100.00","58.67","17.10","7.40","34.18","4.28","11.59","1.24","24.22"
"3168507","Teixeiras (MG)","100.00","66.94","24.98","8.46","33.50","1.69","3.94","2.73","24.70","100.00","71.39","27.74","14.61","29.04","0.63","2.67","1.77","23.55"
"3168606","Teófilo Otoni (MG)","100.00","68.29","29.65","8.22","30.41","3.36","3.07","3.29","21.99","100.00","72.79","39.76","9.10","23.93","1.47","1.84","2.09","21.82"
"3168705","Timóteo (MG)","100.00","76.92","53.16","5.09","18.67","1.38","0.29","2.72","18.69","100.00","80.57","61.07","5.54","13.96","0.59","0.73","1.96","16.16"
"3168804","Tiradentes (MG)","100.00","66.21","29.25","3.15","33.82","1.27","-","3.64","28.87","100.00","64.52","38.80","5.22","20.50","0.24","2.57","4.50","28.18"
"3168903","Tiros (MG)","100.00","67.21","21.60","5.81","39.80","0.99","1.07","1.33","29.40","100.00","57.32","22.69","4.46","30.18","7.38","4.69","1.06","29.55"
"3169000","Tocantins (MG)","100.00","55.36","23.68","7.96","23.71","10.52","1.25","2.77","30.11","100.00","71.12","41.76","6.13","23.23","1.28","1.93","1.50","24.17"
"3169059","Tocos do Moji (MG)","100.00","32.52","4.47","5.16","22.90","11.76","16.33","0.28","39.10","100.00","30.29","10.60","4.81","14.88","0.66","11.35","2.14","55.56"
"3169109","Toledo (MG)","100.00","46.41","4.95","5.31","36.15","8.19","4.88","1.56","38.95","100.00","48.62","14.51","5.86","28.25","3.04","8.03","0.58","39.74"
"3169208","Tombos (MG)","100.00","74.45","20.16","9.32","44.98","4.87","0.27","5.58","14.84","100.00","69.46","25.27","8.13","36.06","1.35","1.47","2.28","25.45"
"3169307","Três Corações (MG)","100.00","78.14","49.88","6.15","22.11","0.66","0.16","2.91","18.13","100.00","78.37","53.20","7.89","17.29","0.78","1.20","2.26","17.39"
"3169356","Três Marias (MG)","100.00","81.45","41.19","9.72","30.53","1.74","0.69","3.04","13.08","100.00","79.56","44.86","10.84","23.86","0.98","1.60","1.25","16.62"
"3169406","Três Pontas (MG)","100.00","79.28","55.50","4.26","19.53","0.90","0.09","3.63","16.10","100.00","79.17","55.03","5.71","18.43","0.61","0.73","2.68","16.81"
"3169505","Tumiritinga (MG)","100.00","63.49","18.58","6.87","38.05","2.80","9.97","1.11","22.63","100.00","64.52","17.45","5.69","41.39","3.20","10.61","0.66","21.01"
"3169604","Tupaciguara (MG)","100.00","73.29","30.19","5.35","37.75","1.83","0.59","5.39","18.90","100.00","70.77","34.96","7.69","28.12","1.67","1.15","3.28","23.13"
"3169703","Turmalina (MG)","100.00","66.14","24.40","9.57","32.17","2.76","8.37","2.84","19.89","100.00","67.02","30.43","8.37","28.21","0.64","15.09","3.44","13.80"
"3169802","Turvolândia (MG)","100.00","67.23","20.58","8.83","37.82","5.73","1.89","2.17","22.98","100.00","59.31","25.95","6.53","26.83","2.85","4.00","1.24","32.60"
"3169901","Ubá (MG)","100.00","74.30","46.11","6.12","22.07","1.58","0.41","3.48","20.22","100.00","78.90","58.69","4.48","15.72","0.69","0.49","2.34","17.58"
"3170008","Ubaí (MG)","100.00","56.47","3.00","9.67","43.79","7.56","15.50","0.46","20.01","100.00","58.39","5.99","7.42","44.98","4.22","20.24","0.89","16.26"
"3170057","Ubaporanga (MG)","100.00","61.19","11.47","6.55","43.17","10.48","1.71","1.42","25.19","100.00","53.27","21.51","6.32","25.45","2.58","10.14","1.74","32.27"
